complaint_id,text,category,language,scope_id
C282,"Highway wale speed breaker ki height illegal aur dangerous hai.",Transportation,Hinglish,3
C283,"The common washbasin in our block has a major leakage underneath.",Water Supply,English,1
C284,"हमारे ब्लॉक के कॉमन वॉशबेसिन के नीचे भारी रिसाव हो रहा है।",Water Supply,Hindi,1
C285,"Humare block ke common washbasin ke neeche bada leakage ho raha hai.",Water Supply,Hinglish,1
C286,"A heap of electronic waste has been dumped at the corner of the park.",Sanitation,English,2
C287,"पार्क के कोने में इलेक्ट्रॉनिक कचरे का ढेर लगा दिया गया है।",Sanitation,Hindi,2
C288,"Park ke corner mein e-waste ka dher laga diya gaya hai.",Sanitation,Hinglish,2
C289,"The manhole cover on the main bridge is missing and it's a death trap.",Transportation,English,3
C290,"मुख्य पुल पर मैनहोल का ढक्कन गायब है और यह जानलेवा साबित हो सकता है।",Transportation,Hindi,3
C291,"Main bridge par manhole cover missing hai, bohot dangerous hai.",Transportation,Hinglish,3
C292,"Our colony’s motor pump has burnt out and there is no water for anyone.",Water Supply,English,2
C293,"हमारी कॉलोनी का मोटर पंप जल गया है और किसी के लिए पानी नहीं है।",Water Supply,Hindi,2
C294,"Humari colony ka motor pump phuk gaya hai, pani bilkul nahi aa raha.",Water Supply,Hinglish,2
C295,"Raw sewage is leaking from a pipe onto the public walking track.",Sanitation,English,2
C296,"एक पाइप से कच्चा सीवेज सार्वजनिक वॉकिंग ट्रैक पर लीक हो रहा है।",Sanitation,Hindi,2
C297,"Public walking track par ek pipe se sewage ka ganda pani leak ho raha hai.",Sanitation,Hinglish,2
C298,"The road median is broken and people are using it as a dangerous shortcut.",Transportation,English,2
C299,"सड़क का डिवाइडर टूटा हुआ है और लोग इसे खतरनाक शॉर्टकट के रूप में उपयोग कर रहे हैं।",Transportation,Hindi,2
C300,"Road median toota hai aur log wahan se khatarnak shortcut le rahe hain.",Transportation,Hinglish,2
C301,"The water pressure in the top floor apartments is almost zero.",Water Supply,English,2
C302,"ऊपरी मंजिल के अपार्टमेंट में पानी का दबाव लगभग शून्य है।",Water Supply,Hindi,2
C303,"Top floor apartments mein water pressure zero ho gaya hai.",Water Supply,Hinglish,2
C304,"Someone has thrown broken glass and nails on the service road.",Sanitation,English,3
C305,"किसी ने सर्विस रोड पर टूटे हुए कांच और कीलें फेंक दी हैं।",Sanitation,Hindi,3
C306,"Kisi ne service road par toota hua kanch aur kilein phek di hain.",Sanitation,Hinglish,3
C307,"The bus for Route 402 never stops at our local stand anymore.",Transportation,English,1
C308,"रूट 402 की बस अब हमारे स्थानीय स्टैंड पर कभी नहीं रुकती।",Transportation,Hindi,1
C309,"Route 402 ki bus ab humare local stand par nahi rukti.",Transportation,Hinglish,1
C310,"There is a dead bird floating in the community water storage tank.",Water Supply,English,2
C311,"सामुदायिक जल भंडारण टैंक में एक मृत पक्षी तैर रहा है।",Water Supply,Hindi,2
C312,"Community water tank mein ek mara hua chidiya tair raha hai.",Water Supply,Hinglish,2
C313,"The dustbins in the railway station are overflowing with food waste.",Sanitation,English,3
C314,"रेलवे स्टेशन के कूड़ेदान खाने के कचरे से भरे हुए हैं।",Sanitation,Hindi,3
C315,"Railway station ke bins food waste se bhare pade hain.",Sanitation,Hinglish,3
C316,"The incline of the parking ramp is too steep for standard cars.",Transportation,English,0
C317,"पार्किंग रैंप की ढलान मानक कारों के लिए बहुत अधिक है।",Transportation,Hindi,0
C318,"Parking ramp ki dhalan caron ke liye bohot zyada steep hai.",Transportation,Hinglish,0
C319,"I found worms in the drinking water supplied this morning.",Water Supply,English,1
C320,"मुझे आज सुबह सप्लाई किए गए पीने के पानी में कीड़े मिले।",Water Supply,Hindi,1
C321,"Aaj subah ke pine wale pani mein kide mile hain.",Water Supply,Hinglish,1
C322,"Public walls are being defaced with posters and illegal advertisements.",Sanitation,English,2
C323,"सार्वजनिक दीवारों पर पोस्टर और अवैध विज्ञापन लगाकर उन्हें खराब किया जा रहा है।",Sanitation,Hindi,2
C324,"Public walls par posters aur illegal ads lagaye ja rahe hain.",Sanitation,Hinglish,2
C325,"The bridge railings are rusted and may collapse at any time.",Transportation,English,3
C326,"पुल की रेलिंग में जंग लग गया है और वे किसी भी समय गिर सकती हैं।",Transportation,Hindi,3
C327,"Bridge railings mein jung lag gaya hai aur wo kabhi bhi gir sakti hain.",Transportation,Hinglish,3
C328,"The main water line valve is making a loud vibrating noise.",Water Supply,English,2
C329,"मुख्य जल लाइन का वाल्व तेज कंपन की आवाज कर रहा है।",Water Supply,Hindi,2
C330,"Main water line valve se bohot tez vibration ki awaz aa rahi hai.",Water Supply,Hinglish,2
C331,"The garbage collection person is demanding extra money for pick up.",Sanitation,English,0
C332,"कूड़ा इकट्ठा करने वाला व्यक्ति कचरा उठाने के लिए अतिरिक्त पैसे मांग रहा है।",Sanitation,Hindi,0
C333,"Kachra uthane wala banda extra paise maang raha hai.",Sanitation,Hinglish,0
C334,"The temporary road built for the festival is full of sharp stones.",Transportation,English,2
C335,"त्योहार के लिए बनाई गई अस्थायी सड़क नुकीले पत्थरों से भरी है।",Transportation,Hindi,2
C336,"Festival wali temporary road nukile pattharon se bhari hui hai.",Transportation,Hinglish,2
C337,"We are getting water only for 10 minutes every day now.",Water Supply,English,1
C338,"अब हमें हर दिन केवल 10 मिनट के लिए ही पानी मिल रहा है।",Water Supply,Hindi,1
C339,"Humein ab har din sirf 10 minutes pani mil raha hai.",Water Supply,Hinglish,1
C340,"Chemical waste is leaking from the factory drain into the street.",Sanitation,English,3
C341,"फैक्ट्री के नाले से रासायनिक कचरा सड़क पर रिस रहा है।",Sanitation,Hindi,3
C342,"Factory drain se chemical waste sadak par leak ho raha hai.",Sanitation,Hinglish,3
C343,"The street light pole has an open wire dangling at shoulder height.",Transportation,English,1
C344,"स्ट्रीट लाइट के खंभे से एक खुला तार कंधे की ऊंचाई पर लटक रहा है।",Transportation,Hindi,1
C345,"Street light pole se khula taar latak raha hai, bohot dangerous hai.",Transportation,Hinglish,1
C346,"The public tap is missing its handle and water is continuously flowing.",Water Supply,English,1
C347,"सार्वजनिक नल का हैंडल गायब है और पानी लगातार बह रहा है।",Water Supply,Hindi,1
C348,"Public tap ka handle missing hai aur pani lagatar beh raha hai.",Water Supply,Hinglish,1
C349,"The cleaning staff has dumped the street sweepings near the park gate.",Sanitation,English,2
C350,"सफाई कर्मचारियों ने सड़क की गंदगी पार्क के गेट के पास डाल दी है।",Sanitation,Hindi,2
C351,"Cleaning staff ne sadak ki gandagi park ke gate ke paas daal di hai.",Sanitation,Hinglish,2
C352,"The metro station exit is blocked by construction debris.",Transportation,English,3
C353,"मेट्रो स्टेशन का निकास निर्माण मलबे से अवरुद्ध है।",Transportation,Hindi,3
C354,"Metro station exit construction malbe se block ho gaya hai.",Transportation,Hinglish,3
C355,"Our apartment's fire hydrant system has no water pressure.",Water Supply,English,2
C356,"हमारे अपार्टमेंट के फायर हाइड्रेंट सिस्टम में पानी का दबाव नहीं है।",Water Supply,Hindi,2
C357,"Humare apartment ke fire hydrant system mein pani ka pressure nahi hai.",Water Supply,Hinglish,2
C358,"The bin for dry waste is missing from our street corner.",Sanitation,English,1
C359,"हमारी गली के कोने से सूखे कचरे का डिब्बा गायब है।",Sanitation,Hindi,1
C360,"Humari gali ke corner se sukhe kachre ka dustbin missing hai.",Sanitation,Hinglish,1
C361,"The school bus parking area is full of deep mud and water.",Transportation,English,2
C362,"स्कूल बस पार्किंग क्षेत्र गहरे कीचड़ और पानी से भरा है।",Transportation,Hindi,2
C363,"School bus parking area mein bohot kichad aur pani bhara hua hai.",Transportation,Hinglish,2
C364,"The water from the public cooler tastes like rusted iron.",Water Supply,English,2
C365,"सार्वजनिक कूलर के पानी का स्वाद जंग लगे लोहे जैसा है।",Water Supply,Hindi,2
C366,"Public cooler ke pani ka taste jung lage lohe jaisa hai.",Water Supply,Hinglish,2
C367,"Stagnant sewage water is leaking into the neighborhood playground.",Sanitation,English,2
C368,"सीवेज का गंदा पानी मोहल्ले के खेल के मैदान में रिस रहा है।",Sanitation,Hindi,2
C369,"Sewage ka ganda pani neighborhood playground mein leak ho raha hai.",Sanitation,Hinglish,2
C370,"The newly paved road has started melting in the summer heat.",Transportation,English,3
C371,"गर्मी के कारण नई बनी सड़क पिघलने लगी है।",Transportation,Hindi,3
C372,"Garmi ki wajah se nayi road pighalne lagi hai.",Transportation,Hinglish,3
C373,"My water meter glass is broken and I cannot read the units.",Water Supply,English,0
C374,"मेरे पानी के मीटर का कांच टूट गया है और मैं यूनिट नहीं पढ़ पा रहा हूँ।",Water Supply,Hindi,0
C375,"Mere water meter ka glass toot gaya hai aur units nahi dikh rahe.",Water Supply,Hinglish,0
C376,"Public dustbins are being stolen from the local market area.",Sanitation,English,3
C377,"स्थानीय बाजार क्षेत्र से सार्वजनिक कूड़ेदान चोरी हो रहे हैं।",Sanitation,Hindi,3
C378,"Local market area se public dustbins chori ho rahe hain.",Sanitation,Hinglish,3
C379,"The speed signs on the flyover are twisted and facing the wrong way.",Transportation,English,3
C380,"फ्लाईओवर पर गति संकेत मुड़े हुए हैं और गलत दिशा में हैं।",Transportation,Hindi,3
C381,"Flyover ke speed signs mude hue hain aur galat side face kar rahe hain.",Transportation,Hinglish,3
C382,"The community handpump handle is loose and about to fall off.",Water Supply,English,1
C383,"सामुदायिक हैंडपंप का हैंडल ढीला है और गिरने वाला है।",Water Supply,Hindi,1
C384,"Community handpump ka handle loose hai aur girne wala hai.",Water Supply,Hinglish,1
C385,"Illegal dumping of plastic waste is happening near the lake bank.",Sanitation,English,3
C386,"झील के किनारे प्लास्टिक कचरे का अवैध डंपिंग हो रहा है।",Sanitation,Hindi,3
C387,"Lake ke kinare plastic waste ka illegal dumping ho raha hai.",Sanitation,Hinglish,3
C388,"The streetlights near the railway crossing have been off for a week.",Transportation,English,3
C389,"रेलवे क्रॉसिंग के पास की स्ट्रीट लाइटें एक हफ्ते से बंद हैं।",Transportation,Hindi,3
C390,"Railway crossing wali streetlights ek hafte se band padi hain.",Transportation,Hinglish,3
C391,"Water is leaking from the ceiling of the public underground subway.",Water Supply,English,3
C392,"सार्वजनिक भूमिगत सबवे की छत से पानी रिस रहा है।",Water Supply,Hindi,3
C393,"Public underground subway ki chat se pani leak ho raha hai.",Water Supply,Hinglish,3
C394,"The garbage collector is mixing dry and wet waste together.",Sanitation,English,1
C395,"कूड़ा बीनने वाला सूखे और गीले कचरे को एक साथ मिला रहा है।",Sanitation,Hindi,1
C396,"Kachra uthane wala sukha aur geela kachra mix kar raha hai.",Sanitation,Hinglish,1
C397,"There is no divider marking on the dark section of the bypass road.",Transportation,English,3
C398,"बायपास रोड के अंधेरे हिस्से पर कोई डिवाइडर मार्किंग नहीं है।",Transportation,Hindi,3
C399,"Bypass road ke andhere wale part mein koi divider marking nahi hai.",Transportation,Hinglish,3
C400,"The water filter at the government hospital is not working.",Water Supply,English,3
C401,"सरकारी अस्पताल का वाटर फिल्टर काम नहीं कर रहा है।",Water Supply,Hindi,3
C402,"Govt hospital ka water filter kaam nahi kar raha hai.",Water Supply,Hinglish,3
C403,"Someone has abandoned an old car in the middle of our lane.",Sanitation,English,1
C404,"किसी ने हमारी गली के बीच में एक पुरानी कार लावारिस छोड़ दी है।",Sanitation,Hindi,1
C405,"Kisi ne humari lane ke beech mein ek purani car abandon kar di hai.",Sanitation,Hinglish,1
C406,"The pavement near the bus stop has completely collapsed.",Transportation,English,3
C407,"बस स्टॉप के पास का फुटपाथ पूरी तरह से ढह गया है।",Transportation,Hindi,3
C408,"Bus stop ke paas wala pavement pura dhas gaya hai.",Transportation,Hinglish,3
C409,"Our sector's water supply has a very high concentration of salt.",Water Supply,English,2
C410,"हमारे सेक्टर की जल आपूर्ति में नमक की मात्रा बहुत अधिक है।",Water Supply,Hindi,2
C411,"Humare sector ke water supply mein namak bohot zyada hai.",Water Supply,Hinglish,2
C412,"Drainage water is leaking into the fresh water storage of the hotel.",Sanitation,English,3
C413,"होटल के ताजे पानी के भंडारण में ड्रेनेज का पानी रिस रहा है।",Sanitation,Hindi,3
C414,"Hotel ke fresh water storage mein drainage ka pani leak ho raha hai.",Sanitation,Hinglish,3
C415,"The manhole in the middle of the residential street is vibrating.",Transportation,English,1
C416,"आवासीय सड़क के बीच में लगा मैनहोल कंपन कर रहा है।",Transportation,Hindi,1
C417,"Residential street ke beech wala manhole vibrate kar raha hai.",Transportation,Hinglish,1
C418,"The main tap at the public park is leaking continuously.",Water Supply,English,2
C419,"सार्वजनिक पार्क का मुख्य नल लगातार लीक हो रहा है।",Water Supply,Hindi,2
C420,"Public park ka main tap lagatar leak ho raha hai.",Water Supply,Hinglish,2
C421,"Gutters are overflowing with black sludge near the local market.",Sanitation,English,3
C422,"स्थानीय बाजार के पास गटर काले कीचड़ से लबालब भरे हुए हैं।",Sanitation,Hindi,3
C423,"Local market ke paas gutters kale kichad se overflow ho rahe hain.",Sanitation,Hinglish,3
C424,"Street parking signs are missing, leading to confusion and fines.",Transportation,English,2
C425,"स्ट्रीट पार्किंग के संकेत गायब हैं, जिससे भ्रम और जुर्माना हो रहा है।",Transportation,Hindi,2
C426,"Street parking signs missing hain, jis se confusion aur fine ho raha hai.",Transportation,Hinglish,2
C427,"I haven't received water in my flat for the last 48 hours.",Water Supply,English,0
C428,"मुझे पिछले 48 घंटों से अपने फ्लैट में पानी नहीं मिला है।",Water Supply,Hindi,0
C429,"Pichle 48 hours se mere flat mein pani nahi aaya hai.",Water Supply,Hinglish,0
C430,"The cleaning truck leaks oil all over the road during pickup.",Sanitation,English,2
C431,"कूड़ा उठाने वाला ट्रक पिकअप के दौरान पूरी सड़क पर तेल टपकाता है।",Sanitation,Hindi,2
C432,"Kachra truck pickup ke time poori road par oil leak karta hai.",Sanitation,Hinglish,2
C433,"The traffic cone at the construction site has fallen into the pit.",Transportation,English,1
C434,"निर्माण स्थल पर ट्रैफिक कोन गड्ढे में गिर गया है।",Transportation,Hindi,1
C435,"Construction site wala traffic cone gadde mein gir gaya hai.",Transportation,Hinglish,1
C436,"The motor room for the colony water tank is flooded with rain water.",Water Supply,English,2
C437,"कॉलोनी की पानी की टंकी का मोटर रूम बारिश के पानी से भर गया है।",Water Supply,Hindi,2
C438,"Colony water tank ka motor room baarish ke pani se bhar gaya hai.",Water Supply,Hinglish,2
C439,"Waste from the street fast food stalls is clogging the side drains.",Sanitation,English,1
C440,"स्ट्रीट फास्ट फूड स्टालों का कचरा किनारे की नालियों को जाम कर रहा है।",Sanitation,Hindi,1
C441,"Fast food stalls ka kachra side drains ko jam kar raha hai.",Sanitation,Hinglish,1
C442,"The road median has gaps that allow people to cross dangerously.",Transportation,English,3
C443,"सड़क के डिवाइडर में अंतराल है जो लोगों को खतरनाक तरीके से पार करने देता है।",Transportation,Hindi,3
C444,"Road median mein gaps hain jis se log dangerously cross kar rahe hain.",Transportation,Hinglish,3
C445,"There is a leak in the high-pressure water pipe near the office area.",Water Supply,English,3
C446,"कार्यालय क्षेत्र के पास उच्च दबाव वाले पानी के पाइप में रिसाव है।",Water Supply,Hindi,3
C447,"Office area ke paas high-pressure water pipe mein leak hai.",Water Supply,Hinglish,3
C448,"The hospital laundry waste is being dumped in an open field.",Sanitation,English,3
C449,"अस्पताल के लॉन्ड्री कचरे को खुले मैदान में फेंका जा रहा है।",Sanitation,Hindi,3
C450,"Hospital laundry waste khule maidan mein pheka ja raha hai.",Sanitation,Hinglish,3
C451,"The road divider near the flyover has shifted, causing lane confusion.",Transportation,English,3
C452,"फ्लाईओवर के पास का रोड डिवाइडर खिसक गया है, जिससे लेन को लेकर भ्रम हो रहा है।",Transportation,Hindi,3
C453,"Flyover ke paas wala road divider shift ho gaya hai, lane confusion ho rahi hai.",Transportation,Hinglish,3
C454,"My kitchen tap water is coming out with a lot of air bubbles and noise.",Water Supply,English,0
C455,"मेरे किचन के नल के पानी से बहुत सारे हवा के बुलबुले और आवाज आ रही है।",Water Supply,Hindi,0
C456,"Mere kitchen tap water mein bohot air bubbles aur awaz aa rahi hai.",Water Supply,Hinglish,0
C457,"The open drain in front of the community center is breeding mosquitoes.",Sanitation,English,2
C458,"सामुदायिक केंद्र के सामने खुला नाला मच्छरों को पैदा कर रहा है।",Sanitation,Hindi,2
C459,"Community center ke samne wala khula nala machharon ka ghar ban raha hai.",Sanitation,Hinglish,2
C460,"A heavy truck has broken the pavement near the neighborhood entrance.",Transportation,English,2
C461,"एक भारी ट्रक ने मोहल्ले के प्रवेश द्वार के पास के फुटपाथ को तोड़ दिया है।",Transportation,Hindi,2
C462,"Ek heavy truck ne neighborhood entrance ke paas ka pavement tod diya hai.",Transportation,Hinglish,2
C463,"The main water valve in the street is leaking and flooding the lane.",Water Supply,English,1
C464,"गली का मुख्य पानी का वाल्व लीक हो रहा है और गली में पानी भर रहा है।",Water Supply,Hindi,1
C465,"Street ka main water valve leak ho raha hai aur poori lane mein pani bhar gaya hai.",Water Supply,Hinglish,1
C466,"The garbage collection point is too close to the local temple entrance.",Sanitation,English,2
C467,"कचरा संग्रहण बिंदु स्थानीय मंदिर के प्रवेश द्वार के बहुत करीब है।",Sanitation,Hindi,2
C468,"Kachra collection point local mandir ke entrance ke bohot paas hai.",Sanitation,Hinglish,2
C469,"The streetlights in the park are constantly flickering every few seconds.",Transportation,English,2
C470,"पार्क की स्ट्रीट लाइटें हर कुछ सेकंड में लगातार टिमटिमा रही हैं।",Transportation,Hindi,2
C471,"Park ki streetlights har kuch seconds mein flicker kar rahi hain.",Transportation,Hinglish,2
C472,"There is a major blockage in the main sewage line of the industrial area.",Sanitation,English,3
C473,"औद्योगिक क्षेत्र की मुख्य सीवेज लाइन में भारी अवरोध है।",Sanitation,Hindi,3
C474,"Industrial area ki main sewage line mein bohot bada blockage hai.",Sanitation,Hinglish,3
C475,"I am getting a very low flow of water in my shower since this morning.",Water Supply,English,0
C476,"आज सुबह से मेरे शॉवर में पानी का बहाव बहुत कम आ रहा है।",Water Supply,Hindi,0
C477,"Aaj subah se mere shower mein pani bohot kam aa raha hai.",Water Supply,Hinglish,0
C478,"The bridge expansion joints are too wide and making the ride bumpy.",Transportation,English,3
C479,"पुल के एक्सपेंशन जॉइंट्स बहुत चौड़े हैं और सवारी को झटकेदार बना रहे हैं।",Transportation,Hindi,3
C480,"Bridge ke expansion joints bohot wide hain, ride bohot bumpy ho gayi hai.",Transportation,Hinglish,3
C481,"The water supplied to the colony has a yellow tint and dirt particles.",Water Supply,English,2
C482,"कॉलोनी को आपूर्ति किए गए पानी में पीला रंग और गंदगी के कण हैं।",Water Supply,Hindi,2
C483,"Colony ke pani mein peela rang aur mitti ke particles dikh rahe hain.",Water Supply,Hinglish,2
C484,"Dead leaves and trash are clogging the rain water harvesting pits.",Sanitation,English,2
C485,"सूखे पत्ते और कचरा वर्षा जल संचयन के गड्ढों को बंद कर रहे हैं।",Sanitation,Hindi,2
C486,"Sukhe patte aur kachra rain water harvesting pits ko block kar raha hai.",Sanitation,Hinglish,2
C487,"The public bus arriving at the station has a broken door.",Transportation,English,3
C488,"स्टेशन पर आने वाली सरकारी बस का दरवाजा टूटा हुआ है।",Transportation,Hindi,3
C489,"Station par aane wali public bus ka darwaza toota hua hai.",Transportation,Hinglish,3
C490,"The water tank lid for our building is missing and birds are entering.",Water Supply,English,1
C491,"हमारी इमारत की पानी की टंकी का ढक्कन गायब है और पक्षी अंदर जा रहे हैं।",Water Supply,Hindi,1
C492,"Building ki pani tanki ka dhakkan missing hai aur chidiya andar ja rahi hain.",Water Supply,Hinglish,1
C493,"The sweeping staff has dumped all the street dirt near the open park.",Sanitation,English,2
C494,"सफाई कर्मचारियों ने सड़क की सारी गंदगी खुले पार्क के पास डाल दी है।",Sanitation,Hindi,2
C495,"Sweeping staff ne sadak ki saari dirt open park ke paas daal di hai.",Sanitation,Hinglish,2
C496,"The road near the construction site has become extremely slippery.",Transportation,English,2
C497,"निर्माण स्थल के पास की सड़क बहुत फिसलन भरी हो गई है।",Transportation,Hindi,2
C498,"Construction site ke paas wali road bohot slippery ho gayi hai.",Transportation,Hinglish,2
C499,"The public tap near the market is missing its nozzle.",Water Supply,English,1
C500,"बाजार के पास वाले सार्वजनिक नल की नोजल गायब है।",Water Supply,Hindi,1
C501,"Market wale public tap ki nozzle missing hai.",Water Supply,Hinglish,1
C502,"Plastic bottles and bags are floating in the residential area pond.",Sanitation,English,2
C503,"आवासीय क्षेत्र के तालाब में प्लास्टिक की बोतलें और बैग तैर रहे हैं।",Sanitation,Hindi,2
C504,"Residential area ke pond mein plastic bottles aur bags tair rahe hain.",Sanitation,Hinglish,2
C505,"The traffic signal pole is leaning over the road dangerously.",Transportation,English,3
C506,"ट्रैफिक सिग्नल का खंभा सड़क पर खतरनाक तरीके से झुका हुआ है।",Transportation,Hindi,3
C507,"Traffic signal pole road par dangerously jhuka hua hai.",Transportation,Hinglish,3
C508,"The expansion joint on the main flyover has separated, making it dangerous for bikes.",Transportation,English,3
C509,"मुख्य फ्लाईओवर पर एक्सपेंशन जॉइंट अलग हो गया है, जिससे बाइक के लिए यह खतरनाक हो गया है।",Transportation,Hindi,3
C510,"Main flyover ka expansion joint alag ho gaya hai, bikes ke liye yeh dangerous hai.",Transportation,Hinglish,3
